FID,FID_RWGE61,DHSID,DHSCC,DHSYEAR,DHSCLUST,CCFIPS,ADM1FIPS,ADM1FIPSNA,ADM1SALBNA,ADM1SALBCO,ADM1DHS,ADM1NAME,DHSREGCO,DHSREGNA,SOURCE,URBAN_RURA,LATNUM,LONGNUM,ALT_GPS,ALT_DEM,DATUM,FID_RW_LHZ,COUNTRY,LZCODE,LZNAMEE,CLASS,LZNUM,LZNAMEF
284,106,RW201000000107,RW,"2,010.000000000000000",107.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,2.000000000000000,Gasabo,GPS,U,-1.940151000000000,30.144472000000000,"1,476.000000000000000","1,475.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
285,423,RW201000000424,RW,"2,010.000000000000000",424.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,2.000000000000000,Gasabo,GPS,U,-1.940063000000000,30.091425000000001,"1,426.000000000000000","1,414.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
286,167,RW201000000168,RW,"2,010.000000000000000",168.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,1.000000000000000,Nyarugenge,GPS,U,-1.937687000000000,30.047713999999999,"1,403.000000000000000","1,408.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
287,263,RW201000000264,RW,"2,010.000000000000000",264.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,2.000000000000000,Gasabo,GPS,U,-1.936839000000000,30.035471000000001,"1,425.000000000000000","1,414.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
288,371,RW201000000372,RW,"2,010.000000000000000",372.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,27.000000000000000,Kayonza,GPS,R,-1.935941000000000,30.687218999999999,"1,550.000000000000000","1,563.000000000000000",WGS84,16,RW,RW12,Eastern Semi-Arid Agropastoral,SH02,12,Zone semi-aride agropastorale de l’est
289,211,RW201000000212,RW,"2,010.000000000000000",212.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,27.000000000000000,Kayonza,GPS,R,-1.932437000000000,30.485088000000001,"1,552.000000000000000","1,578.000000000000000",WGS84,14,RW,RW10,Southeastern Plateau Banana,AG08,10,Zone bananière du plateau du sud-est
290,339,RW201000000340,RW,"2,010.000000000000000",340.000000000000000,RW,RW15,Southern,NULL,NULL,2.000000000000000,South,11.000000000000000,Kamonyi,GPS,R,-1.929019000000000,29.892945000000001,"1,727.000000000000000","1,715.000000000000000",WGS84,9,RW,RW05,Central Plateau Cassava and Coffee,AS06,5,Plateau central zone cafetière et du manioc
291,397,RW201000000398,RW,"2,010.000000000000000",398.000000000000000,RW,RW15,Southern,NULL,NULL,2.000000000000000,South,10.000000000000000,Muhanga,GPS,R,-1.928739000000000,29.743956000000001,"1,688.000000000000000","1,685.000000000000000",WGS84,8,RW,RW04,Eastern Congo-Nile Highland Subsistence Farming,FS01,4,Haute terre de culture de base de la crête Congo-Nile
292,30,RW201000000031,RW,"2,010.000000000000000",31.000000000000000,RW,RW14,Western,NULL,NULL,3.000000000000000,West,16.000000000000000,Ngororero,GPS,R,-1.928112000000000,29.606200999999999,"1,911.000000000000000","1,905.000000000000000",WGS84,8,RW,RW04,Eastern Congo-Nile Highland Subsistence Farming,FS01,4,Haute terre de culture de base de la crête Congo-Nile
293,309,RW201000000310,RW,"2,010.000000000000000",310.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,2.000000000000000,Gasabo,GPS,R,-1.927927000000000,30.175813999999999,"1,459.000000000000000","1,449.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
294,161,RW201000000162,RW,"2,010.000000000000000",162.000000000000000,RW,RW14,Western,NULL,NULL,3.000000000000000,West,16.000000000000000,Ngororero,GPS,R,-1.927856000000000,29.604680999999999,"1,914.000000000000000","1,910.000000000000000",WGS84,8,RW,RW04,Eastern Congo-Nile Highland Subsistence Farming,FS01,4,Haute terre de culture de base de la crête Congo-Nile
295,365,RW201000000366,RW,"2,010.000000000000000",366.000000000000000,RW,RW15,Southern,NULL,NULL,2.000000000000000,South,11.000000000000000,Kamonyi,GPS,R,-1.922246000000000,29.821522000000002,"1,728.000000000000000","1,722.000000000000000",WGS84,9,RW,RW05,Central Plateau Cassava and Coffee,AS06,5,Plateau central zone cafetière et du manioc
296,380,RW201000000381,RW,"2,010.000000000000000",381.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,2.000000000000000,Gasabo,GPS,U,-1.921521000000000,30.064399999999999,"1,491.000000000000000","1,485.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
297,451,RW201000000452,RW,"2,010.000000000000000",452.000000000000000,RW,RW14,Western,NULL,NULL,3.000000000000000,West,13.000000000000000,Rutsiro,GPS,R,-1.920579000000000,29.379159999999999,"1,826.000000000000000","1,826.000000000000000",WGS84,5,RW,RW01,Lake Kivu Coffee,AS02,1,Zone cafetière du lac Kivu
298,328,RW201000000329,RW,"2,010.000000000000000",329.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,2.000000000000000,Gasabo,GPS,U,-1.920349000000000,30.074494000000001,"1,467.000000000000000","1,451.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
299,284,RW201000000285,RW,"2,010.000000000000000",285.000000000000000,RW,RW14,Western,NULL,NULL,3.000000000000000,West,13.000000000000000,Rutsiro,GPS,R,-1.920057000000000,29.453208000000000,"2,513.000000000000000","2,508.000000000000000",WGS84,6,RW,RW02,Western Congo-Nile Crest Tea,AG02,2,Zone du thé du ouest crête Congo-Nile
300,79,RW201000000080,RW,"2,010.000000000000000",80.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,2.000000000000000,Gasabo,GPS,U,-1.919394000000000,30.063068000000001,"1,414.000000000000000","1,414.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
301,97,RW201000000098,RW,"2,010.000000000000000",98.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,27.000000000000000,Kayonza,GPS,R,-1.919092000000000,30.580089000000001,"1,451.000000000000000","1,459.000000000000000",WGS84,16,RW,RW12,Eastern Semi-Arid Agropastoral,SH02,12,Zone semi-aride agropastorale de l’est
302,174,RW201000000175,RW,"2,010.000000000000000",175.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,24.000000000000000,Rwamagana,GPS,R,-1.918798000000000,30.449933999999999,"1,517.000000000000000","1,514.000000000000000",WGS84,14,RW,RW10,Southeastern Plateau Banana,AG08,10,Zone bananière du plateau du sud-est
303,307,RW201000000308,RW,"2,010.000000000000000",308.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,2.000000000000000,Gasabo,GPS,U,-1.915760000000000,30.103002000000000,"1,476.000000000000000","1,464.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
304,13,RW201000000014,RW,"2,010.000000000000000",14.000000000000000,RW,RW14,Western,NULL,NULL,3.000000000000000,West,16.000000000000000,Ngororero,GPS,R,-1.912341000000000,29.512758000000002,"2,322.000000000000000","2,318.000000000000000",WGS84,8,RW,RW04,Eastern Congo-Nile Highland Subsistence Farming,FS01,4,Haute terre de culture de base de la crête Congo-Nile
305,47,RW201000000048,RW,"2,010.000000000000000",48.000000000000000,RW,RW15,Southern,NULL,NULL,2.000000000000000,South,10.000000000000000,Muhanga,GPS,R,-1.911204000000000,29.688088000000000,"1,581.000000000000000","1,584.000000000000000",WGS84,8,RW,RW04,Eastern Congo-Nile Highland Subsistence Farming,FS01,4,Haute terre de culture de base de la crête Congo-Nile
306,340,RW201000000341,RW,"2,010.000000000000000",341.000000000000000,RW,RW15,Southern,NULL,NULL,2.000000000000000,South,11.000000000000000,Kamonyi,GPS,R,-1.907690000000000,29.912655999999998,"1,700.000000000000000","1,708.000000000000000",WGS84,9,RW,RW05,Central Plateau Cassava and Coffee,AS06,5,Plateau central zone cafetière et du manioc
307,320,RW201000000321,RW,"2,010.000000000000000",321.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,2.000000000000000,Gasabo,GPS,R,-1.898147000000000,30.049779999999998,"1,448.000000000000000","1,448.000000000000000",WGS84,8,RW,RW04,Eastern Congo-Nile Highland Subsistence Farming,FS01,4,Haute terre de culture de base de la crête Congo-Nile
308,51,RW201000000052,RW,"2,010.000000000000000",52.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,2.000000000000000,Gasabo,GPS,U,-1.896964000000000,30.078517999999999,"1,449.000000000000000","1,464.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
309,293,RW201000000294,RW,"2,010.000000000000000",294.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,27.000000000000000,Kayonza,GPS,R,-1.895365000000000,30.485651000000001,"1,577.000000000000000","1,590.000000000000000",WGS84,14,RW,RW10,Southeastern Plateau Banana,AG08,10,Zone bananière du plateau du sud-est
310,250,RW201000000251,RW,"2,010.000000000000000",251.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,2.000000000000000,Gasabo,GPS,R,-1.894967000000000,30.051480999999999,"1,811.000000000000000","1,800.000000000000000",WGS84,8,RW,RW04,Eastern Congo-Nile Highland Subsistence Farming,FS01,4,Haute terre de culture de base de la crête Congo-Nile
311,2,RW201000000003,RW,"2,010.000000000000000",3.000000000000000,RW,RW14,Western,NULL,NULL,3.000000000000000,West,16.000000000000000,Ngororero,GPS,R,-1.888155000000000,29.478297999999999,"2,310.000000000000000","2,324.000000000000000",WGS84,8,RW,RW04,Eastern Congo-Nile Highland Subsistence Farming,FS01,4,Haute terre de culture de base de la crête Congo-Nile
312,414,RW201000000415,RW,"2,010.000000000000000",415.000000000000000,RW,RW15,Southern,NULL,NULL,2.000000000000000,South,11.000000000000000,Kamonyi,GPS,R,-1.886756000000000,29.879608999999999,"1,599.000000000000000","1,581.000000000000000",WGS84,9,RW,RW05,Central Plateau Cassava and Coffee,AS06,5,Plateau central zone cafetière et du manioc
313,421,RW201000000422,RW,"2,010.000000000000000",422.000000000000000,RW,RW14,Western,NULL,NULL,3.000000000000000,West,16.000000000000000,Ngororero,GPS,R,-1.884319000000000,29.559902999999998,"2,139.000000000000000","2,110.000000000000000",WGS84,8,RW,RW04,Eastern Congo-Nile Highland Subsistence Farming,FS01,4,Haute terre de culture de base de la crête Congo-Nile
314,289,RW201000000290,RW,"2,010.000000000000000",290.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,24.000000000000000,Rwamagana,GPS,R,-1.879629000000000,30.342756000000001,"1,583.000000000000000","1,581.000000000000000",WGS84,13,RW,RW09,Eastern Plateau Mixed Agricultural,AN10,9,Plateau de l’est de cultures variées
315,135,RW201000000136,RW,"2,010.000000000000000",136.000000000000000,RW,RW14,Western,NULL,NULL,3.000000000000000,West,13.000000000000000,Rutsiro,GPS,R,-1.877191000000000,29.313048999999999,"1,726.000000000000000","1,751.000000000000000",WGS84,5,RW,RW01,Lake Kivu Coffee,AS02,1,Zone cafetière du lac Kivu
316,77,RW201000000078,RW,"2,010.000000000000000",78.000000000000000,RW,RW14,Western,NULL,NULL,3.000000000000000,West,13.000000000000000,Rutsiro,GPS,R,-1.873284000000000,29.402975999999999,"2,639.000000000000000","2,636.000000000000000",WGS84,5,RW,RW01,Lake Kivu Coffee,AS02,1,Zone cafetière du lac Kivu
317,235,RW201000000236,RW,"2,010.000000000000000",236.000000000000000,RW,RW15,Southern,NULL,NULL,2.000000000000000,South,10.000000000000000,Muhanga,GPS,R,-1.869571000000000,29.710591000000001,"1,780.000000000000000","1,768.000000000000000",WGS84,8,RW,RW04,Eastern Congo-Nile Highland Subsistence Farming,FS01,4,Haute terre de culture de base de la crête Congo-Nile
318,312,RW201000000313,RW,"2,010.000000000000000",313.000000000000000,RW,RW15,Southern,NULL,NULL,2.000000000000000,South,10.000000000000000,Muhanga,GPS,R,-1.869094000000000,29.804758000000000,"1,870.000000000000000","1,450.000000000000000",WGS84,8,RW,RW04,Eastern Congo-Nile Highland Subsistence Farming,FS01,4,Haute terre de culture de base de la crête Congo-Nile
319,258,RW201000000259,RW,"2,010.000000000000000",259.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,27.000000000000000,Kayonza,GPS,R,-1.868541000000000,30.586832000000001,"1,615.000000000000000","1,614.000000000000000",WGS84,16,RW,RW12,Eastern Semi-Arid Agropastoral,SH02,12,Zone semi-aride agropastorale de l’est
320,32,RW201000000033,RW,"2,010.000000000000000",33.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,24.000000000000000,Rwamagana,GPS,R,-1.860849000000000,30.288848999999999,"1,486.000000000000000","1,472.000000000000000",WGS84,13,RW,RW09,Eastern Plateau Mixed Agricultural,AN10,9,Plateau de l’est de cultures variées
321,131,RW201000000132,RW,"2,010.000000000000000",132.000000000000000,RW,RW15,Southern,NULL,NULL,2.000000000000000,South,10.000000000000000,Muhanga,GPS,R,-1.859734000000000,29.790740000000000,"1,472.000000000000000","1,468.000000000000000",WGS84,8,RW,RW04,Eastern Congo-Nile Highland Subsistence Farming,FS01,4,Haute terre de culture de base de la crête Congo-Nile
322,193,RW201000000194,RW,"2,010.000000000000000",194.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,27.000000000000000,Kayonza,GPS,R,-1.854970000000000,30.558896000000001,"1,598.000000000000000","1,603.000000000000000",WGS84,14,RW,RW10,Southeastern Plateau Banana,AG08,10,Zone bananière du plateau du sud-est
323,463,RW201000000464,RW,"2,010.000000000000000",464.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,2.000000000000000,Gasabo,GPS,R,-1.853775000000000,30.050540000000002,"1,566.000000000000000","1,580.000000000000000",WGS84,8,RW,RW04,Eastern Congo-Nile Highland Subsistence Farming,FS01,4,Haute terre de culture de base de la crête Congo-Nile
324,153,RW201000000154,RW,"2,010.000000000000000",154.000000000000000,RW,RW14,Western,NULL,NULL,3.000000000000000,West,13.000000000000000,Rutsiro,GPS,R,-1.850826000000000,29.340077999999998,"1,853.000000000000000","1,824.000000000000000",WGS84,5,RW,RW01,Lake Kivu Coffee,AS02,1,Zone cafetière du lac Kivu
325,278,RW201000000279,RW,"2,010.000000000000000",279.000000000000000,RW,RW14,Western,NULL,NULL,3.000000000000000,West,13.000000000000000,Rutsiro,GPS,R,-1.850256000000000,29.364529000000001,"2,400.000000000000000","2,407.000000000000000",WGS84,5,RW,RW01,Lake Kivu Coffee,AS02,1,Zone cafetière du lac Kivu
326,115,RW201000000116,RW,"2,010.000000000000000",116.000000000000000,RW,RW14,Western,NULL,NULL,3.000000000000000,West,13.000000000000000,Rutsiro,GPS,R,-1.844282000000000,29.411107000000001,"2,248.000000000000000","2,220.000000000000000",WGS84,2,RW, ,Gishwati Forest Reserve,NP,13,Forêt de Gishwati
327,373,RW201000000374,RW,"2,010.000000000000000",374.000000000000000,RW,RW15,Southern,NULL,NULL,2.000000000000000,South,10.000000000000000,Muhanga,GPS,R,-1.843207000000000,29.783920999999999,"1,517.000000000000000","1,491.000000000000000",WGS84,8,RW,RW04,Eastern Congo-Nile Highland Subsistence Farming,FS01,4,Haute terre de culture de base de la crête Congo-Nile
328,43,RW201000000044,RW,"2,010.000000000000000",44.000000000000000,RW,RW13,Northern,NULL,NULL,4.000000000000000,North,19.000000000000000,Rulindo,GPS,R,-1.842713000000000,29.961729999999999,"1,497.000000000000000","1,516.000000000000000",WGS84,8,RW,RW04,Eastern Congo-Nile Highland Subsistence Farming,FS01,4,Haute terre de culture de base de la crête Congo-Nile
329,201,RW201000000202,RW,"2,010.000000000000000",202.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,2.000000000000000,Gasabo,GPS,R,-1.836542000000000,30.095517000000001,"1,553.000000000000000","1,523.000000000000000",WGS84,13,RW,RW09,Eastern Plateau Mixed Agricultural,AN10,9,Plateau de l’est de cultures variées
330,1,RW201000000002,RW,"2,010.000000000000000",2.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,26.000000000000000,Gatsibo,GPS,R,-1.833858000000000,30.310689000000000,"1,631.000000000000000","1,631.000000000000000",WGS84,13,RW,RW09,Eastern Plateau Mixed Agricultural,AN10,9,Plateau de l’est de cultures variées
331,158,RW201000000159,RW,"2,010.000000000000000",159.000000000000000,RW,RW13,Northern,NULL,NULL,4.000000000000000,North,23.000000000000000,Gicumbi,GPS,R,-1.827347000000000,30.235609000000000,"1,630.000000000000000","1,637.000000000000000",WGS84,13,RW,RW09,Eastern Plateau Mixed Agricultural,AN10,9,Plateau de l’est de cultures variées
332,242,RW201000000243,RW,"2,010.000000000000000",243.000000000000000,RW,RW15,Southern,NULL,NULL,2.000000000000000,South,10.000000000000000,Muhanga,GPS,R,-1.826784000000000,29.723557000000000,"2,169.000000000000000","2,152.000000000000000",WGS84,8,RW,RW04,Eastern Congo-Nile Highland Subsistence Farming,FS01,4,Haute terre de culture de base de la crête Congo-Nile
333,76,RW201000000077,RW,"2,010.000000000000000",77.000000000000000,RW,RW14,Western,NULL,NULL,3.000000000000000,West,16.000000000000000,Ngororero,GPS,R,-1.826279000000000,29.500458999999999,"2,221.000000000000000","2,163.000000000000000",WGS84,6,RW,RW02,Western Congo-Nile Crest Tea,AG02,2,Zone du thé du ouest crête Congo-Nile
334,288,RW201000000289,RW,"2,010.000000000000000",289.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,2.000000000000000,Gasabo,GPS,R,-1.825845000000000,30.143684000000000,"1,680.000000000000000","1,688.000000000000000",WGS84,13,RW,RW09,Eastern Plateau Mixed Agricultural,AN10,9,Plateau de l’est de cultures variées
335,331,RW201000000332,RW,"2,010.000000000000000",332.000000000000000,RW,RW14,Western,NULL,NULL,3.000000000000000,West,16.000000000000000,Ngororero,GPS,R,-1.822141000000000,29.636261999999999,"1,707.000000000000000","1,709.000000000000000",WGS84,8,RW,RW04,Eastern Congo-Nile Highland Subsistence Farming,FS01,4,Haute terre de culture de base de la crête Congo-Nile
336,48,RW201000000049,RW,"2,010.000000000000000",49.000000000000000,RW,RW14,Western,NULL,NULL,3.000000000000000,West,13.000000000000000,Rutsiro,GPS,R,-1.820759000000000,29.310801000000001,"1,612.000000000000000","1,646.000000000000000",WGS84,5,RW,RW01,Lake Kivu Coffee,AS02,1,Zone cafetière du lac Kivu
337,305,RW201000000306,RW,"2,010.000000000000000",306.000000000000000,RW,RW14,Western,NULL,NULL,3.000000000000000,West,16.000000000000000,Ngororero,GPS,R,-1.817948000000000,29.590005999999999,"1,973.000000000000000","1,906.000000000000000",WGS84,8,RW,RW04,Eastern Congo-Nile Highland Subsistence Farming,FS01,4,Haute terre de culture de base de la crête Congo-Nile
338,355,RW201000000356,RW,"2,010.000000000000000",356.000000000000000,RW,RW14,Western,NULL,NULL,3.000000000000000,West,16.000000000000000,Ngororero,GPS,R,-1.817924000000000,29.518657000000001,"2,154.000000000000000","2,162.000000000000000",WGS84,6,RW,RW02,Western Congo-Nile Crest Tea,AG02,2,Zone du thé du ouest crête Congo-Nile
339,386,RW201000000387,RW,"2,010.000000000000000",387.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,26.000000000000000,Gatsibo,GPS,R,-1.816872000000000,30.410905000000000,"1,524.000000000000000","1,523.000000000000000",WGS84,13,RW,RW09,Eastern Plateau Mixed Agricultural,AN10,9,Plateau de l’est de cultures variées
340,441,RW201000000442,RW,"2,010.000000000000000",442.000000000000000,RW,RW14,Western,NULL,NULL,3.000000000000000,West,13.000000000000000,Rutsiro,GPS,R,-1.815346000000000,29.320772000000002,"2,089.000000000000000","2,090.000000000000000",WGS84,5,RW,RW01,Lake Kivu Coffee,AS02,1,Zone cafetière du lac Kivu
341,300,RW201000000301,RW,"2,010.000000000000000",301.000000000000000,RW,RW13,Northern,NULL,NULL,4.000000000000000,North,20.000000000000000,Gakenke,GPS,R,-1.813950000000000,29.842710000000000,"1,881.000000000000000","1,874.000000000000000",WGS84,8,RW,RW04,Eastern Congo-Nile Highland Subsistence Farming,FS01,4,Haute terre de culture de base de la crête Congo-Nile
342,31,RW201000000032,RW,"2,010.000000000000000",32.000000000000000,RW,RW13,Northern,NULL,NULL,4.000000000000000,North,23.000000000000000,Gicumbi,GPS,R,-1.807319000000000,30.195201000000001,"1,700.000000000000000","1,691.000000000000000",WGS84,13,RW,RW09,Eastern Plateau Mixed Agricultural,AN10,9,Plateau de l’est de cultures variées
343,409,RW201000000410,RW,"2,010.000000000000000",410.000000000000000,RW,RW13,Northern,NULL,NULL,4.000000000000000,North,19.000000000000000,Rulindo,GPS,R,-1.805823000000000,30.046599000000001,"1,598.000000000000000","1,580.000000000000000",WGS84,11,RW,RW07,"Central-Northern Highland Irish Potato, Beans and Vegetables",AN02,7,"Haute terre du nord-central légumes, pommes de terre et haricots"
344,368,RW201000000369,RW,"2,010.000000000000000",369.000000000000000,RW,RW14,Western,NULL,NULL,3.000000000000000,West,13.000000000000000,Rutsiro,GPS,R,-1.805389000000000,29.375351999999999,"2,152.000000000000000","2,135.000000000000000",WGS84,6,RW,RW02,Western Congo-Nile Crest Tea,AG02,2,Zone du thé du ouest crête Congo-Nile
345,378,RW201000000379,RW,"2,010.000000000000000",379.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,26.000000000000000,Gatsibo,GPS,R,-1.799602000000000,30.358160999999999,"1,657.000000000000000","1,658.000000000000000",WGS84,13,RW,RW09,Eastern Plateau Mixed Agricultural,AN10,9,Plateau de l’est de cultures variées
346,429,RW201000000430,RW,"2,010.000000000000000",430.000000000000000,RW,RW14,Western,NULL,NULL,3.000000000000000,West,13.000000000000000,Rutsiro,GPS,R,-1.798374000000000,29.278808999999999,"1,609.000000000000000","1,617.000000000000000",WGS84,5,RW,RW01,Lake Kivu Coffee,AS02,1,Zone cafetière du lac Kivu
347,253,RW201000000254,RW,"2,010.000000000000000",254.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,27.000000000000000,Kayonza,GPS,R,-1.792265000000000,30.482348000000002,"1,489.000000000000000","1,485.000000000000000",WGS84,13,RW,RW09,Eastern Plateau Mixed Agricultural,AN10,9,Plateau de l’est de cultures variées
348,95,RW201000000096,RW,"2,010.000000000000000",96.000000000000000,RW,RW14,Western,NULL,NULL,3.000000000000000,West,16.000000000000000,Ngororero,GPS,R,-1.792130000000000,29.624638000000001,"1,704.000000000000000","1,700.000000000000000",WGS84,8,RW,RW04,Eastern Congo-Nile Highland Subsistence Farming,FS01,4,Haute terre de culture de base de la crête Congo-Nile
349,148,RW201000000149,RW,"2,010.000000000000000",149.000000000000000,RW,RW13,Northern,NULL,NULL,4.000000000000000,North,23.000000000000000,Gicumbi,GPS,R,-1.789266000000000,30.177475000000001,"2,039.000000000000000","2,041.000000000000000",WGS84,13,RW,RW09,Eastern Plateau Mixed Agricultural,AN10,9,Plateau de l’est de cultures variées
350,455,RW201000000456,RW,"2,010.000000000000000",456.000000000000000,RW,RW13,Northern,NULL,NULL,4.000000000000000,North,19.000000000000000,Rulindo,GPS,R,-1.786748000000000,29.941590000000001,"1,612.000000000000000","1,621.000000000000000",WGS84,11,RW,RW07,"Central-Northern Highland Irish Potato, Beans and Vegetables",AN02,7,"Haute terre du nord-central légumes, pommes de terre et haricots"
351,448,RW201000000449,RW,"2,010.000000000000000",449.000000000000000,RW,RW14,Western,NULL,NULL,3.000000000000000,West,16.000000000000000,Ngororero,GPS,R,-1.784873000000000,29.609929000000001,"1,867.000000000000000","1,875.000000000000000",WGS84,8,RW,RW04,Eastern Congo-Nile Highland Subsistence Farming,FS01,4,Haute terre de culture de base de la crête Congo-Nile
352,432,RW201000000433,RW,"2,010.000000000000000",433.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,27.000000000000000,Kayonza,GPS,R,-1.784853000000000,30.496993000000000,"1,486.000000000000000","1,495.000000000000000",WGS84,13,RW,RW09,Eastern Plateau Mixed Agricultural,AN10,9,Plateau de l’est de cultures variées
353,176,RW201000000177,RW,"2,010.000000000000000",177.000000000000000,RW,RW13,Northern,NULL,NULL,4.000000000000000,North,19.000000000000000,Rulindo,GPS,R,-1.782677000000000,30.080121999999999,"1,631.000000000000000","1,619.000000000000000",WGS84,11,RW,RW07,"Central-Northern Highland Irish Potato, Beans and Vegetables",AN02,7,"Haute terre du nord-central légumes, pommes de terre et haricots"
354,162,RW201000000163,RW,"2,010.000000000000000",163.000000000000000,RW,RW13,Northern,NULL,NULL,4.000000000000000,North,19.000000000000000,Rulindo,GPS,R,-1.777182000000000,30.044028999999998,"2,112.000000000000000","2,108.000000000000000",WGS84,11,RW,RW07,"Central-Northern Highland Irish Potato, Beans and Vegetables",AN02,7,"Haute terre du nord-central légumes, pommes de terre et haricots"
355,119,RW201000000120,RW,"2,010.000000000000000",120.000000000000000,RW,RW13,Northern,NULL,NULL,4.000000000000000,North,23.000000000000000,Gicumbi,GPS,R,-1.774679000000000,30.154405000000001,"1,535.000000000000000","1,540.000000000000000",WGS84,13,RW,RW09,Eastern Plateau Mixed Agricultural,AN10,9,Plateau de l’est de cultures variées
356,426,RW201000000427,RW,"2,010.000000000000000",427.000000000000000,RW,RW14,Western,NULL,NULL,3.000000000000000,West,16.000000000000000,Ngororero,GPS,R,-1.772094000000000,29.521851000000002,"2,180.000000000000000","2,195.000000000000000",WGS84,8,RW,RW04,Eastern Congo-Nile Highland Subsistence Farming,FS01,4,Haute terre de culture de base de la crête Congo-Nile
357,7,RW201000000008,RW,"2,010.000000000000000",8.000000000000000,RW,RW13,Northern,NULL,NULL,4.000000000000000,North,19.000000000000000,Rulindo,GPS,R,-1.769425000000000,29.967649000000002,"1,911.000000000000000","1,901.000000000000000",WGS84,11,RW,RW07,"Central-Northern Highland Irish Potato, Beans and Vegetables",AN02,7,"Haute terre du nord-central légumes, pommes de terre et haricots"
358,6,RW201000000007,RW,"2,010.000000000000000",7.000000000000000,RW,RW13,Northern,NULL,NULL,4.000000000000000,North,20.000000000000000,Gakenke,GPS,R,-1.768636000000000,29.799135000000000,"1,560.000000000000000","1,549.000000000000000",WGS84,8,RW,RW04,Eastern Congo-Nile Highland Subsistence Farming,FS01,4,Haute terre de culture de base de la crête Congo-Nile
359,123,RW201000000124,RW,"2,010.000000000000000",124.000000000000000,RW,RW13,Northern,NULL,NULL,4.000000000000000,North,23.000000000000000,Gicumbi,GPS,R,-1.768044000000000,30.163512999999998,"1,847.000000000000000","1,841.000000000000000",WGS84,13,RW,RW09,Eastern Plateau Mixed Agricultural,AN10,9,Plateau de l’est de cultures variées
360,430,RW201000000431,RW,"2,010.000000000000000",431.000000000000000,RW,RW13,Northern,NULL,NULL,4.000000000000000,North,20.000000000000000,Gakenke,GPS,R,-1.761920000000000,29.913150000000002,"1,786.000000000000000","1,784.000000000000000",WGS84,8,RW,RW04,Eastern Congo-Nile Highland Subsistence Farming,FS01,4,Haute terre de culture de base de la crête Congo-Nile
361,417,RW201000000418,RW,"2,010.000000000000000",418.000000000000000,RW,RW14,Western,NULL,NULL,3.000000000000000,West,13.000000000000000,Rutsiro,GPS,R,-1.761856000000000,29.338515000000001,"2,005.000000000000000","1,983.000000000000000",WGS84,6,RW,RW02,Western Congo-Nile Crest Tea,AG02,2,Zone du thé du ouest crête Congo-Nile
